Дистр.,Привязка в CRM,Значение привязки в CRM,Клиент,ИНН клиента,Регион,Город,Улица,Информация из CRM по ИНН наименование АС,Информация из CRM по ИНН КАМ АС,Информация из CRM Наименование ЕА,Информация из CRM МП ЕА,Регион МП,Регион в CRM по области аптеки
Фармкомплект,5916027419_b030919ad9460dfaecefcffeed765095,"Нытва-Фарм ООО, г.Воткинск, ул.Кирова,78; 5916027419; 427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78; 5916027419_b030919ad9460dfaecefcffeed765095",ОПЕКА Нытва-Фарм ООО г.Ижевск,5916027419,Удмуртская респ.,Удмуртия (Ижевск),"427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Верхнее Поволжье
Агроресурсы,511462.00,"АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6; Оренбургская обл; Оренбург г; ул. Мусы Джалиля, д. №6, помещение 7М; 511462.00; 5612161733","АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6",5612161733,Оренбургская обл.,Оренбург г,"ул. Мусы Джалиля, д. №6, помещение 7М",АС ЛПУ НПФО,Романовская Людмила,Нет в CRM,Нет в CRM,Нет в CRM,Нижнее Поволжье
Магнит,611865-10106474-517115057,"611865-10106474-517115057; 7826178128; Горные вершины ООО; 198412, Санкт-Петербург-РЕГИОН, Ломоносов, Еленинская ул., д. 24 корп. 2",Горные вершины ООО,7826178128,Ленинградская обл.,Ломоносов,"198412, Санкт-Петербург-РЕГИОН, Ломоносов, Еленинская ул., д. 24 корп. 2",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,500000-827089432-827089440,"500000-827089432-827089440; 5258126286; _Прима-фарм ООО г.Н.Новгород; 600014, Владимирская область, г.Владимир, проспект Строителей, д.28",_Прима-фарм ООО г.Н.Новгород,5258126286,Владимирская обл.,Владимир,"600014, Владимирская область, г.Владимир, проспект Строителей, д.28",НАС (Ирис),Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Магнит,500000-827082872-827093407,"500000-827082872-827093407; 7704865540; _еАптека ООО Москва; 127473, г Москва, 1-й Самотечный пер, д 2, с 1",_еАптека ООО Москва,7704865540,Московская обл.,Москва,"127473, г Москва, 1-й Самотечный пер, д 2, с 1",АС еАптека,Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Магнит,611865-10604683-371071571,"611865-10604683-371071571; 7806197147; Аптека Новгород ООО; 195248, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Большая Пороховская ул., д. 56",Аптека Новгород ООО,7806197147,Ленинградская обл.,Санкт-Петербург,"195248, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Большая Пороховская ул., д. 56",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,611865-10604683-543711127,"611865-10604683-543711127; 7806197147; Аптека Новгород ООО; 191002, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Большая Московская ул., д. 7",Аптека Новгород ООО,7806197147,Ленинградская обл.,Санкт-Петербург,"191002, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Большая Московская ул., д. 7",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,611865-10140822-526408746,"611865-10140822-526408746; 7826028919; Эдельвейс ООО; 188650, Ленинградская область, Всеволожский район, г. Сертолово, микрорайон Сертолово 1, ул. Молодцова, д. 6/4, помещение 2 (литера А1 пом. 1) , литера А2 (по. 2,3,4)), 1 этаж",Эдельвейс ООО,7826028919,Ленинградская обл.,Сертолово,"188650, Ленинградская область, Всеволожский район, г. Сертолово, микрорайон Сертолово 1, ул. Молодцова, д. 6/4, помещение 2 (литера А1 пом. 1) , литера А2 (по. 2,3,4)), 1 этаж",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,611865-10140826-329369213,"611865-10140826-329369213; 7826040345; Этна ООО; 195298, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Косыгина пр., д. 271",Этна ООО,7826040345,Ленинградская обл.,Санкт-Петербург,"195298, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Косыгина пр., д. 271",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,611865-10448897-519898023,"611865-10448897-519898023; 7838466579; Мелодия здоровья 1 ООО; 198303, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Маршала Жукова пр., д. 30",Мелодия здоровья 1 ООО,7838466579,Ленинградская обл.,Санкт-Петербург,"198303, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Маршала Жукова пр., д. 30",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,611865-10448897-608252837,"611865-10448897-608252837; 7838466579; Мелодия здоровья 1 ООО; 193231, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Большевиков пр., д. 2",Мелодия здоровья 1 ООО,7838466579,Ленинградская обл.,Санкт-Петербург,"193231, Санкт-Петербург-РЕГИОН, Санкт-Петербург, Большевиков пр., д. 2",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Северо-Запад России
Магнит,500000-827084735-827098083,"500000-827084735-827098083; 9715322179; МЗ 14 ООО Москва; 111531, г Москва, ш Энтузиастов, Дом 98Б",МЗ 14 ООО Москва,9715322179,Московская обл.,Москва,"111531, г Москва, ш Энтузиастов, Дом 98Б",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Магнит,500000-827073690-827073727,"500000-827073690-827073727; 7734732748; _ООО Парацельс Москва; 107370, г. Москва, Открытое шоссе, д.5, корп. 13",_ООО Парацельс Москва,7734732748,Московская обл.,Москва,"107370, г. Москва, Открытое шоссе, д.5, корп. 13",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Магнит,500000-827073797-827073810,"500000-827073797-827073810; 5906088959; _Здравник ООО Пермь; 142000, Московская область, г. Домодедово, мкр-н Южный, ул. Курыжова, д. 21, пом. 8",_Здравник ООО Пермь,5906088959,Московская обл.,Михнево,"142000, Московская область, г. Домодедово, мкр-н Южный, ул. Курыжова, д. 21, пом. 8",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Магнит,611796-10783235-1698269726,"611796-10783235-1698269726; 5906086535; Велс ООО Пермь; 629860, Ямало-Ненецкий АО, Уренгой, 2 мкр., д. 23 а",Велс ООО Пермь,5906086535,Тюменская обл.,Уренгой,"629860, Ямало-Ненецкий АО, Уренгой, 2 мкр., д. 23 а",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Урал
Магнит,500000-827073781-827096328,"500000-827073781-827096328; 5906086888; _Лето ООО Пермь; 143082, Московская область, Одинцовский г.о., д. Жуковка, ул. Рублево-Успенское шоссе, д. 74, строен. 1",_Лето ООО Пермь,5906086888,Московская обл.,Барвиха,"143082, Московская область, Одинцовский г.о., д. Жуковка, ул. Рублево-Успенское шоссе, д. 74, строен. 1",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Магнит,611605-10150453-150303741,"611605-10150453-150303741; 3665067917; Мелодия здоровья ООО; Моисеева, д.57, Воронежская область, г.Воронеж, 394055",Мелодия здоровья ООО,3665067917,Воронежская обл.,Воронеж,"Моисеева, д.57, Воронежская область, г.Воронеж, 394055",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Магнит,611605-10536259-834685168,"611605-10536259-834685168; 3661061375; Мелодия здоровья 2 ООО; 398035, Липецкая, Липецк, Яна Березина, д. 3 а",Мелодия здоровья 2 ООО,3661061375,Липецкая обл.,Липецк,"398035, Липецкая, Липецк, Яна Березина, д. 3 а",АС Мелодия Здоровья,Якобсон Пётр,Нет в CRM,Нет в CRM,Нет в CRM,Центр
